,location,price(L),rate_persqft,area_insqft,building_status,bhk,property_type
886,Tellapur,544.0,16909,3223,Under Construction,4.0,Villa
887,Other,70.0,6829,1025,Ready to move,2.0,Apartment
888,Maheshwaram,70.0,6086,1150,Ready to move,2.0,Apartment
889,Maheshwaram,204.0,9985,2043,Ready to move,3.0,Villa
890,Other,61.0,5346,1141,Ready to move,3.0,Apartment
891,Kokapet,311.0,9000,3465,Under Construction,4.0,Apartment
892,Kokapet,293.0,9000,3260,Under Construction,4.0,Apartment
893,Kokapet,339.0,9000,3775,Under Construction,4.0,Apartment
894,Kokapet,237.0,9000,2640,Under Construction,3.0,Apartment
895,Kokapet,337.0,9000,3755,Under Construction,4.0,Apartment
896,Kokapet,95.63,7300,1310,Under Construction,2.0,Apartment
897,Miyapur,58.0,4669,1242,Ready to move,2.0,Apartment
898,Manikonda,107.0,6500,1660,Under Construction,3.0,Apartment
899,Other,37.66,3100,1215,Under Construction,2.0,Apartment
900,Other,165.0,4852,3400,Ready to move,4.0,Independent House
901,Other,60.39,4700,1285,Ready to move,2.0,Apartment
902,Other,130.0,5416,2400,Ready to move,4.0,Independent House
903,Other,190.0,3275,5800,Ready to move,5.0,Independent House
904,Other,185.0,5000,3700,Ready to move,4.0,Independent House
905,Other,82.0,4555,1800,Resale,0.0,Residential Plot
906,Kadthal,25.01,15157,165,New,0.0,Residential Plot
907,Kadthal,25.02,4170,600,New,0.0,Residential Plot
908,Kadthal,25.25,15303,165,New,0.0,Residential Plot
909,Kadthal,26.4,12000,220,New,0.0,Residential Plot
910,Tukkuguda,50.0,2083,2400,Resale,0.0,Residential Plot
911,Kadthal,26.0,15757,165,New,0.0,Residential Plot
912,Kadthal,24.4,15844,154,New,0.0,Residential Plot
913,Kadthal,24.5,13387,183,New,0.0,Residential Plot
914,Kadthal,24.0,14545,165,New,0.0,Residential Plot
915,Other,124.0,4428,2800,Resale,0.0,Residential Plot
916,Adibatla,51.0,30538,167,New,0.0,Residential Plot
917,Kadthal,24.0,12000,200,New,0.0,Residential Plot
918,Kadthal,24.0,13114,183,New,0.0,Residential Plot
919,Kadthal,26.0,14207,183,New,0.0,Residential Plot
920,Kukatpally,103.0,7800,1325,Under Construction,2.0,Apartment
921,Other,550.0,16034,3430,Ready to move,3.0,Independent Floor
922,Isnapur,65.34,4299,1520,Under Construction,3.0,Apartment
923,Miyapur,74.98,6823,1099,Under Construction,2.0,Apartment
924,Hitech City,170.0,12743,1334,Ready to move,2.0,Apartment
925,Gachibowli,90.28,6955,1298,Under Construction,2.0,Apartment
926,Nanakramguda,220.00000000000003,11111,1980,Ready to move,3.0,Apartment
927,Tellapur,535.0,14657,3650,Ready to move,4.0,Villa
928,Kondapur,230.0,13450,1710,Ready to move,3.0,Apartment
929,Narsingi,213.0,11122,1915,Ready to move,3.0,Apartment
930,Kukatpally,128.0,7800,1650,Under Construction,3.0,Apartment
931,Gachibowli,90.28,6993,1291,Under Construction,2.0,Apartment
932,Kokapet,81.37,7486,1087,Under Construction,2.0,Apartment
933,Miyapur,300.0,3750,8000,Ready to move,9.0,Independent House
934,Hitech City,400.0,12944,3090,Ready to move,4.0,Apartment
935,Kokapet,81.37,7486,1087,Under Construction,2.0,Apartment
936,Gachibowli,90.28,6999,1290,Under Construction,2.0,Apartment
937,Isnapur,134.0,6380,2100,Under Construction,3.0,Villa
938,Gachibowli,90.28,6999,1290,Under Construction,2.0,Apartment
939,Kondapur,108.0,6705,1618,Ready to move,3.0,Apartment
940,Kompally,62.0,5166,1200,Under Construction,2.0,Apartment
941,Other,84.0,5250,1600,Under Construction,3.0,Apartment
942,Other,84.0,5250,1600,Under Construction,2.0,Apartment
943,Kollur,84.0,5250,1600,Under Construction,3.0,Apartment
944,Shankarpalli,185.0,7708,2400,Ready to move,4.0,Villa
945,Kukatpally,416.0,8737,4761,Ready to move,4.0,Apartment
946,Bandlaguda Jagir,98.28,6825,1440,Under Construction,2.0,Apartment
947,Moosapet,109.0,5500,1995,Under Construction,3.0,Apartment
948,Miyapur,83.0,7280,1140,Ready to move,2.0,Apartment
949,Kollur,550.0,13414,4100,Ready to move,4.0,Villa
950,Moosapet,101.0,5500,1850,Under Construction,3.0,Apartment
951,Other,195.0,9923,1965,Under Construction,3.0,Apartment
952,Kukatpally,158.0,5500,2880,Under Construction,3.0,Apartment
953,Moosapet,91.3,5500,1660,Under Construction,3.0,Apartment
954,Kondapur,162.0,6800,2390,Under Construction,3.0,Apartment
955,Kondapur,156.0,6801,2298,Under Construction,3.0,Apartment
956,Nizampet,107.0,6300,1700,Under Construction,3.0,Apartment
957,Kukatpally,68.13,4699,1450,Under Construction,2.0,Apartment
958,Narsingi,147.0,6800,2170,Under Construction,3.0,Apartment
959,Kukatpally,115.0,4699,2450,Under Construction,4.0,Apartment
960,Bandlaguda Jagir,63.52,5040,1260,Under Construction,2.0,Apartment
961,Patancheru,63.58,5299,1200,Under Construction,3.0,Apartment
962,Patancheru,51.24,5299,967,Under Construction,2.0,Apartment
963,Patancheru,49.33,5299,931,Under Construction,2.0,Apartment
964,Patancheru,37.09,5299,700,Under Construction,1.0,Apartment
965,Kokapet,153.0,7500,2049,Under Construction,3.0,Apartment
966,Kokapet,153.0,7500,2050,Under Construction,3.0,Apartment
967,Kokapet,132.0,7500,1770,Under Construction,3.0,Apartment
968,Kokapet,132.0,7500,1765,Under Construction,3.0,Apartment
969,Kokapet,130.0,7500,1390,Under Construction,3.0,Apartment
970,Patancheru,63.74,5299,1203,Under Construction,3.0,Apartment
971,Patancheru,63.37,5299,1196,Under Construction,3.0,Apartment
972,Patancheru,51.08,5299,964,Under Construction,2.0,Apartment
973,Patancheru,40.74,5299,769,Under Construction,1.0,Apartment
974,Kondapur,170.0,7900,2160,Under Construction,3.0,Apartment
975,Kondapur,167.0,7900,2125,Under Construction,3.0,Apartment
976,Kondapur,164.0,7900,2080,Under Construction,3.0,Apartment
977,Kondapur,160.0,7900,2035,Under Construction,3.0,Apartment
978,Kondapur,154.0,7900,1960,Under Construction,3.0,Apartment
979,Kondapur,153.0,7900,1945,Under Construction,3.0,Apartment
980,Manikonda,150.0,9756,1545,Under Construction,3.0,Apartment
981,Manikonda,96.0,9796,980,Under Construction,2.0,Apartment
982,Manikonda,120.0,9796,1230,Under Construction,2.0,Apartment
983,Manikonda,112.0,9796,1150,Under Construction,2.0,Apartment
984,Manikonda,118.0,8835,1340,Under Construction,2.0,Apartment
985,Manikonda,109.0,8835,1245,Under Construction,2.0,Apartment
986,Bachupally,103.0,6650,1556,Under Construction,3.0,Apartment
987,Bachupally,86.05,6650,1294,Under Construction,3.0,Apartment
988,Bachupally,69.49,6650,1045,Under Construction,2.0,Apartment
989,Hafeezpet,107.0,5999,1791,Under Construction,3.0,Apartment
990,Hafeezpet,114.0,5999,1906,Under Construction,3.0,Apartment
991,Hafeezpet,106.0,5999,1771,Under Construction,3.0,Apartment
992,Hafeezpet,103.0,5999,1726,Under Construction,3.0,Apartment
993,Hafeezpet,116.0,5999,1941,Under Construction,3.0,Apartment
994,Hafeezpet,114.0,5999,1911,Under Construction,3.0,Apartment
995,Hafeezpet,125.0,5999,2086,Under Construction,3.0,Apartment
996,Hafeezpet,88.84,5999,1481,Under Construction,3.0,Apartment
997,Hafeezpet,102.0,5999,1706,Under Construction,3.0,Apartment
998,Hafeezpet,77.38,5999,1290,Under Construction,2.0,Apartment
999,Hafeezpet,83.98,5999,1400,Under Construction,2.0,Apartment
1000,Miyapur,76.7,6500,1180,Under Construction,2.0,Apartment
1001,Miyapur,79.1,6500,1217,Under Construction,2.0,Apartment
1002,Miyapur,78.58,6500,1209,Under Construction,2.0,Apartment
1003,Miyapur,81.83,6500,1259,Under Construction,2.0,Apartment
1004,Miyapur,76.05,6500,1170,Under Construction,2.0,Apartment
1005,Mokila,603.0,10500,3910,Ready to move,3.0,Villa
1006,Miyapur,78.97,6500,1215,Under Construction,2.0,Apartment
1007,Mokila,600.0,10500,3890,Ready to move,3.0,Villa
1008,Miyapur,81.64,6500,1256,Under Construction,2.0,Apartment
1009,Miyapur,80.86,6500,1244,Under Construction,2.0,Apartment
1010,Miyapur,79.62,6500,1225,Under Construction,2.0,Apartment
1011,Miyapur,80.01,6500,1231,Under Construction,2.0,Apartment
1012,Narsingi,190.0,7500,2540,Under Construction,4.0,Apartment
1013,Miyapur,76.26,6500,1173,Under Construction,2.0,Apartment
1014,Narsingi,115.0,7500,1535,Under Construction,3.0,Apartment
1015,Narsingi,140.0,7500,1875,Under Construction,3.0,Apartment
1016,Miyapur,102.0,6500,1572,Under Construction,3.0,Apartment
1017,Miyapur,97.5,6500,1500,Under Construction,2.0,Apartment
1018,Narsingi,197.0,7500,2630,Under Construction,4.0,Apartment
1019,Miyapur,96.85,6500,1490,Under Construction,2.0,Apartment
1020,Kondapur,158.0,7000,2265,Under Construction,3.0,Apartment
1021,Rajendra Nagar,83.43,6518,1280,Ready to move,3.0,Apartment
1022,Kondapur,155.0,7000,2225,Under Construction,3.0,Apartment
1023,Rajendra Nagar,86.49,6518,1327,Ready to move,3.0,Apartment
1024,Rajendra Nagar,85.99,6495,1324,Ready to move,3.0,Apartment
1025,Kondapur,151.0,7000,2160,Under Construction,3.0,Apartment
1026,Rajendra Nagar,85.64,6518,1314,Ready to move,3.0,Apartment
1027,Rajendra Nagar,85.51,6518,1312,Ready to move,3.0,Apartment
1028,Rajendra Nagar,83.43,6518,1280,Ready to move,3.0,Apartment
1029,Rajendra Nagar,86.49,6518,1327,Ready to move,3.0,Apartment
1030,Rajendra Nagar,85.99,6495,1324,Ready to move,3.0,Apartment
1031,Rajendra Nagar,94.99,7224,1315,Ready to move,3.0,Apartment
1032,Rajendra Nagar,85.64,6518,1314,Ready to move,3.0,Apartment
1033,Rajendra Nagar,85.51,6518,1312,Ready to move,3.0,Apartment
1034,Rajendra Nagar,83.43,6518,1280,Ready to move,3.0,Apartment
1035,Rajendra Nagar,88.2,7224,1221,Ready to move,3.0,Apartment
1036,Rajendra Nagar,85.64,6518,1314,Ready to move,3.0,Apartment
1037,Rajendra Nagar,86.49,6518,1327,Ready to move,3.0,Apartment
1038,Rajendra Nagar,79.58,6518,1221,Ready to move,3.0,Apartment
1039,Kondapur,150.0,7000,2150,Under Construction,3.0,Apartment
1040,Kokapet,584.0,8900,6566,Under Construction,4.0,Apartment
1041,Other,91.21,6000,1520,Under Construction,2.0,Apartment
1042,Other,84.42,6000,1407,Under Construction,2.0,Apartment
1043,Other,77.53,6000,1292,Under Construction,2.0,Apartment
1044,Puppalaguda,235.0,8678,2708,Ready to move,4.0,Apartment
1045,Other,84.28,6000,1405,Under Construction,2.0,Apartment
1046,Other,76.71,6000,1279,Under Construction,2.0,Apartment
1047,Other,76.18,6000,1270,Under Construction,2.0,Apartment
1048,Other,77.41,6000,1290,Under Construction,2.0,Apartment
1049,Other,79.41,6000,1324,Under Construction,2.0,Apartment
1050,Puppalaguda,199.0,7000,2848,Ready to move,4.0,Apartment
1051,Puppalaguda,189.0,7000,2713,Ready to move,4.0,Apartment
1052,Narsingi,232.0,7699,3020,Under Construction,4.0,Apartment
1053,Narsingi,167.0,7699,2180,Under Construction,3.0,Apartment
1054,Narsingi,166.0,7699,2165,Under Construction,3.0,Apartment
1055,Narsingi,166.0,7699,2160,Under Construction,3.0,Apartment
1056,Narsingi,147.0,7699,1915,Under Construction,3.0,Apartment
1057,Nanakramguda,310.0,7150,4340,Ready to move,4.0,Apartment
1058,Nanakramguda,180.0,8153,2220,Under Construction,3.0,Apartment
1059,Nanakramguda,167.0,7576,2210,Under Construction,3.0,Apartment
1060,Rajendra Nagar,61.33,6518,941,Ready to move,2.0,Apartment
1061,Manikonda,145.0,7750,1875,Under Construction,3.0,Apartment
1062,Other,302.0,7500,4037,Ready to move,4.0,Apartment
1063,Appa Junction Peerancheru,85.9,5500,1562,Under Construction,2.0,Apartment
1064,Other,271.0,7500,3620,Ready to move,4.0,Apartment
1065,Rajendra Nagar,61.26,6518,940,Ready to move,2.0,Apartment
1066,Other,269.0,7500,3593,Ready to move,3.0,Apartment
1067,Appa Junction Peerancheru,91.24,5500,1659,Under Construction,3.0,Apartment
1068,Other,290.0,8500,3403,Ready to move,4.0,Villa
1069,Manikonda,137.0,7750,1780,Under Construction,3.0,Apartment
1070,Rajendra Nagar,60.94,6518,935,Ready to move,2.0,Apartment
1071,Other,192.0,7500,2563,Ready to move,3.0,Apartment
1072,Appa Junction Peerancheru,91.46,5500,1663,Under Construction,3.0,Apartment
1073,Rajendra Nagar,60.68,6518,931,Ready to move,2.0,Apartment
1074,Manikonda,90.83,7750,1172,Under Construction,2.0,Apartment
1075,Rajendra Nagar,60.55,6518,929,Ready to move,2.0,Apartment
1076,Appa Junction Peerancheru,91.63,5500,1666,Under Construction,3.0,Apartment
1077,Manikonda,79.82,7750,1030,Under Construction,2.0,Apartment
1078,Rajendra Nagar,61.33,6518,941,Ready to move,2.0,Apartment
1079,Appa Junction Peerancheru,94.21,5500,1713,Under Construction,3.0,Apartment
1080,Appa Junction Peerancheru,98.34,5500,1788,Ready to move,3.0,Apartment
1081,Kondapur,142.0,7300,1955,Under Construction,3.0,Apartment
1082,Kokapet,115.0,6500,1770,Ready to move,3.0,Apartment
1083,Other,439.0,9300,4729,Ready to move,4.0,Villa
1084,Appa Junction Peerancheru,93.88,5500,1707,Ready to move,3.0,Apartment
1085,Other,478.0,9300,5143,Ready to move,4.0,Villa
1086,Appa Junction Peerancheru,108.0,5500,1972,Ready to move,3.0,Apartment
1087,Nallagandla Gachibowli,307.0,6265,3990,Ready to move,4.0,Villa
1088,Appa Junction Peerancheru,108.0,5500,1966,Ready to move,3.0,Apartment
1089,Rajendra Nagar,48.0,7869,610,Ready to move,1.0,Apartment
1090,Appa Junction Peerancheru,98.12,5500,1784,Ready to move,3.0,Apartment
1091,Rajendra Nagar,33.99,8947,380,Ready to move,1.0,Studio Apartment
1092,Nallagandla Gachibowli,510.0,13000,3925,Ready to move,4.0,Villa
1093,Appa Junction Peerancheru,106.0,6800,1568,Ready to move,2.0,Apartment
1094,Nallagandla Gachibowli,506.0,13000,3895,Ready to move,4.0,Villa
1095,Rajendra Nagar,39.99,6745,593,Ready to move,1.0,Apartment
1096,Appa Junction Peerancheru,113.0,6800,1663,Ready to move,3.0,Apartment
1097,Nallagandla Gachibowli,241.0,6265,3140,Ready to move,4.0,Villa
1098,Nallagandla Gachibowli,264.0,6265,3440,Ready to move,4.0,Villa
1099,Appa Junction Peerancheru,111.0,6800,1642,Ready to move,3.0,Apartment
1100,Rajendra Nagar,33.99,8947,380,Ready to move,1.0,Studio Apartment
1101,Nallagandla Gachibowli,510.0,13000,3925,Ready to move,4.0,Villa
1102,Appa Junction Peerancheru,106.0,6800,1568,Ready to move,2.0,Apartment
1103,Nallagandla Gachibowli,506.0,13000,3895,Ready to move,4.0,Villa
1104,Rajendra Nagar,39.99,6745,593,Ready to move,1.0,Apartment
1105,Appa Junction Peerancheru,113.0,6800,1663,Ready to move,3.0,Apartment
1106,Nallagandla Gachibowli,241.0,6265,3140,Ready to move,4.0,Villa
1107,Nallagandla Gachibowli,264.0,6265,3440,Ready to move,4.0,Villa
1108,Appa Junction Peerancheru,111.0,6800,1642,Ready to move,3.0,Apartment
1109,Rajendra Nagar,25.99,6860,379,Ready to move,1.0,Studio Apartment
1110,Nallagandla Gachibowli,291.0,6265,3780,Ready to move,4.0,Villa
1111,Appa Junction Peerancheru,111.0,6800,1638,Ready to move,3.0,Apartment
1112,Bolarum,55.0,4500,842,Under Construction,2.0,Apartment
1113,Rajendra Nagar,77.75,6518,1193,Ready to move,3.0,Apartment
1114,Nallagandla Gachibowli,284.0,6265,3700,Ready to move,4.0,Villa
1115,Nallagandla Gachibowli,276.0,6265,3595,Ready to move,4.0,Villa
1116,Rajendra Nagar,71.5,6518,1097,Ready to move,3.0,Apartment
1117,Appa Junction Peerancheru,111.0,6800,1633,Ready to move,3.0,Apartment
1118,Nallagandla Gachibowli,275.0,6265,3580,Ready to move,4.0,Villa
1119,Rajendra Nagar,71.17,6518,1092,Ready to move,3.0,Apartment
1120,Nanakramguda,100.0,6400,1565,Under Construction,3.0,Apartment
1121,Nanakramguda,112.0,6400,1765,Under Construction,3.0,Apartment
1122,Nanakramguda,94.4,6400,1475,Under Construction,3.0,Apartment
1123,Nanakramguda,88.64,6400,1385,Under Construction,2.0,Apartment
1124,Nanakramguda,92.8,6400,1450,Under Construction,3.0,Apartment
1125,Nanakramguda,73.6,6400,1150,Under Construction,2.0,Apartment
1126,Tellapur,255.0,7000,3399,Ready to move,3.0,Villa
1127,Tellapur,233.0,7000,3333,Ready to move,3.0,Villa
1128,Tellapur,270.0,7000,3600,Ready to move,3.0,Villa
1129,Puppalaguda,124.0,7200,1725,Under Construction,2.0,Apartment
1130,Puppalaguda,108.0,7200,1500,Under Construction,2.0,Apartment
1131,Other,81.05,5495,1475,Under Construction,3.0,Apartment
1132,Other,85.5,4500,1900,Under Construction,3.0,Apartment
1133,Other,74.92,4500,1665,Under Construction,3.0,Apartment
1134,Other,56.25,4500,1250,Under Construction,2.0,Apartment
1135,Kollur,74.72,4998,1495,Under Construction,3.0,Apartment
1136,Rajendra Nagar,85.71,6518,1315,Ready to move,3.0,Apartment
1137,Rajendra Nagar,85.71,6518,1315,Ready to move,3.0,Apartment
1138,Rajendra Nagar,79.58,6518,1221,Ready to move,3.0,Apartment
1139,Rajendra Nagar,79.58,6518,1221,Ready to move,3.0,Apartment
1140,Rajendra Nagar,1400.0,21591,6484,Ready to move,4.0,Villa
1141,Mallampet,39.6,3600,1100,Under Construction,2.0,Apartment
1142,Rajendra Nagar,1400.0,21584,6486,Ready to move,4.0,Villa
1143,Kondapur,956.0,15935,5999,Under Construction,4.0,Apartment
1144,Gandipet,64.96,5800,1120,Under Construction,2.0,Apartment
1145,Other,62.93,4750,1325,Under Construction,3.0,Apartment
1146,Kokapet,244.0,11500,2124,Ready to move,3.0,Apartment
1147,Gandipet,70.18,5800,1210,Under Construction,2.0,Apartment
1148,Mallampet,37.8,3600,1050,Under Construction,2.0,Apartment
1149,Other,300.0,10186,2945,Ready to move,3.0,Apartment
1150,Manchirevula,97.25,7780,1250,Ready to move,2.0,Apartment
1151,Gandipet,69.02,5800,1190,Under Construction,2.0,Apartment
1152,Other,76.0,4750,1600,Ready to move,3.0,Apartment
1153,Other,55.0,4700,1170,Ready to move,2.0,Apartment
1154,Other,68.87,4750,1450,Under Construction,3.0,Apartment
1155,Kollur,37.8,3600,1050,Under Construction,2.0,Apartment
1156,Kokapet,176.0,9072,1940,Ready to move,3.0,Apartment
1157,Other,37.8,3600,1050,Under Construction,2.0,Apartment
1158,Serilingampally,37.8,3600,1050,Under Construction,2.0,Apartment
1159,Kokapet,88.48,7499,1180,Under Construction,2.0,Apartment
1160,Bandlaguda Jagir,160.0,8888,1800,Ready to move,4.0,Independent House
1161,Gachibowli,1075.0,20673,5200,Ready to move,5.0,Villa
1162,Bandlaguda Jagir,210.0,7500,2800,Under Construction,3.0,Villa
1163,Other,210.0,7500,2800,Under Construction,3.0,Villa
1164,Serilingampally,135.0,7200,1877,Under Construction,3.0,Apartment
1165,Mallampet,37.8,3600,1050,Under Construction,2.0,Apartment
1166,Puppalaguda,404.0,8999,4500,Under Construction,4.0,Apartment
1167,Tellapur,850.0,20501,4146,Ready to move,4.0,Villa
1168,Serilingampally,135.0,7200,1877,Under Construction,3.0,Apartment
1169,Manikonda,83.2,6656,1250,Under Construction,2.0,Apartment
1170,Other,50.72,4372,1160,Ready to move,2.0,Apartment
1171,Isnapur,39.0,4262,915,Ready to move,2.0,Apartment
1172,Isnapur,39.0,4262,915,Ready to move,2.0,Apartment
1173,Other,51.14,4370,1170,Ready to move,2.0,Apartment
1174,Bandlaguda Jagir,163.0,7409,2200,Ready to move,4.0,Independent House
1175,Serilingampally,182.0,7200,2540,Under Construction,3.0,Apartment
1176,Kondapur,140.0,7200,1958,Under Construction,3.0,Apartment
1177,Manikonda,88.04,6200,1420,Under Construction,3.0,Apartment
1178,Sainikpuri,129.0,6142,2100,Ready to move,3.0,Independent Floor
1179,Narsingi,93.06,6200,1501,Under Construction,3.0,Apartment
1180,LB Nagar,74.8,5798,1290,Ready to move,2.0,Apartment
1181,Kondapur,106.0,6800,1571,Under Construction,3.0,Apartment
1182,LB Nagar,78.0,5777,1350,Ready to move,2.0,Apartment
1183,Other,58.0,4636,1251,Ready to move,2.0,Apartment
1184,LB Nagar,74.8,5798,1290,Ready to move,2.0,Apartment
1185,Bandlaguda Jagir,98.9,6820,1450,Under Construction,2.0,Apartment
1186,Banjara Hills,1735.0000000000002,34700,5000,Ready to move,4.0,Independent House
1187,Kapra,189.0,6000,3150,Under Construction,4.0,Apartment
1188,Patancheru,32.0,3152,1015,Ready to move,2.0,Apartment
1189,Sainikpuri,85.0,5182,1640,Ready to move,3.0,Apartment
1190,Other,130.0,6190,2100,Ready to move,3.0,Apartment
1191,Other,340.0,18888,1800,Resale,0.0,Residential Plot
1192,Shadnagar,32.13,21000,153,New,0.0,Residential Plot
1193,Other,696.0,12222,5697,Resale,0.0,Residential Plot
1194,Indresham,26.62,11000,242,New,0.0,Residential Plot
1195,Other,975.0,16111,6057,Resale,0.0,Residential Plot
1196,Maheshwaram,36.67,2500,1467,New,0.0,Residential Plot
1197,Shadnagar,31.92,2333,1368,New,0.0,Residential Plot
1198,Shadnagar,31.71,2333,1359,New,0.0,Residential Plot
1199,Indresham,26.61,1222,2178,New,0.0,Residential Plot
1200,Kollur,675.0,16280,4146,Ready to move,4.0,Villa
1201,Tellapur,576.0,17871,3223,Ready to move,4.0,Villa
1202,Manikonda,91.59,8600,1065,Ready to move,2.0,Apartment
1203,Mallampet,39.0,3714,1050,Under Construction,2.0,Apartment
1204,Other,105.0,6306,1665,Under Construction,3.0,Apartment
1205,Puppalaguda,280.0,8000,3500,Ready to move,4.0,Independent House
1206,Patancheru,39.0,3714,1050,Under Construction,2.0,Apartment
1207,Manikonda,200.0,8988,2235,Ready to move,3.0,Apartment
1208,Other,150.0,7352,2040,Ready to move,3.0,Villa
1209,Sainikpuri,985.0,15153,6500,Ready to move,4.0,Independent House
1210,Sainikpuri,800.0,15384,5200,Ready to move,4.0,Villa
1211,Sainikpuri,385.0,11000,3500,Ready to move,3.0,Independent House
1212,Other,155.0,6888,2250,Under Construction,3.0,Independent House
1213,Other,132.0,6600,2000,Ready to move,3.0,Apartment
1214,Nallagandla Gachibowli,89.6,7000,1280,Under Construction,2.0,Apartment
1215,Nallagandla Gachibowli,80.5,7000,1150,Under Construction,2.0,Apartment
1216,Shamshabad,270.0,5000,5405,New,0.0,Residential Plot
1217,Shamshabad,222.00000000000003,5000,4446,New,0.0,Residential Plot
1218,Shamshabad,124.0,5000,2485,New,0.0,Residential Plot
1219,Shamshabad,178.0,5000,3576,New,0.0,Residential Plot
1220,Other,124.0,2615,4779,Resale,0.0,Residential Plot
1221,Other,124.0,2615,4779,Resale,0.0,Residential Plot
1222,Other,124.0,2615,4779,Resale,0.0,Residential Plot
