,location,price(L),rate_persqft,area_insqft,building_status,bhk,property_type
2741,Rudraram,65.0,2889,2250,New,0.0,Residential Plot
2742,Rudraram,67.6,2889,2340,New,0.0,Residential Plot
2743,Rudraram,67.6,2889,2340,New,0.0,Residential Plot
2744,Rudraram,59.8,2889,2070,New,0.0,Residential Plot
2745,Rudraram,59.8,2889,2070,New,0.0,Residential Plot
2746,Other,92.01,2556,3600,New,0.0,Residential Plot
2747,Other,38.41,2556,1503,New,0.0,Residential Plot
2748,Other,69.01,2556,2700,New,0.0,Residential Plot
2749,Maheshwaram,19.36,889,2178,New,0.0,Residential Plot
2750,Maheshwaram,9.68,889,1089,New,0.0,Residential Plot
2751,Maheshwaram,30.0,1667,1800,New,0.0,Residential Plot
2752,Maheshwaram,26.7,1667,1602,New,0.0,Residential Plot
2753,Maheshwaram,25.05,1667,1503,New,0.0,Residential Plot
2754,Maheshwaram,24.0,1667,1440,New,0.0,Residential Plot
2755,Maheshwaram,45.0,1667,2700,New,0.0,Residential Plot
2756,Maheshwaram,27.45,1667,1647,New,0.0,Residential Plot
2757,Maheshwaram,22.5,1667,1350,New,0.0,Residential Plot
2758,Maheshwaram,20.25,1667,1215,New,0.0,Residential Plot
2759,Maheshwaram,37.5,1667,2250,New,0.0,Residential Plot
2760,Shadnagar,83.98,1888,4446,New,0.0,Residential Plot
2761,Yadagirigutta,8.95,588,1521,New,0.0,Residential Plot
2762,Yadagirigutta,8.85,588,1503,New,0.0,Residential Plot
2763,Yadagirigutta,8.58,588,1458,New,0.0,Residential Plot
2764,Yadagirigutta,8.42,588,1431,New,0.0,Residential Plot
2765,Yadagirigutta,8.37,588,1422,New,0.0,Residential Plot
2766,Shadnagar,22.78,1888,1206,New,0.0,Residential Plot
2767,Mirkhanpet,13.26,944,1404,New,0.0,Residential Plot
2768,Shadnagar,21.08,1888,1116,New,0.0,Residential Plot
2769,Mucherla,24.52,833,2943,New,0.0,Residential Plot
2770,Mirkhanpet,16.5,833,1980,New,0.0,Residential Plot
2771,Mirkhanpet,14.92,833,1791,New,0.0,Residential Plot
2772,Mirkhanpet,14.55,833,1746,New,0.0,Residential Plot
2773,Mirkhanpet,13.72,833,1647,New,0.0,Residential Plot
2774,Shadnagar,19.38,1888,1026,New,0.0,Residential Plot
2775,Shadnagar,17.68,1888,936,New,0.0,Residential Plot
2776,Mirkhanpet,12.37,833,1485,New,0.0,Residential Plot
2777,Mirkhanpet,11.32,833,1359,New,0.0,Residential Plot
2778,Bhuvanagiri,45.0,4261,1056,New,0.0,Residential Plot
2779,Bhuvanagiri,30.15,2855,1056,New,0.0,Residential Plot
2780,Other,18.25,1728,1056,New,0.0,Residential Plot
2781,Other,17.5,1657,1056,Resale,0.0,Residential Plot
2782,Shadnagar,13.46,1274,1056,New,0.0,Residential Plot
2783,Other,9.0,852,1056,New,0.0,Residential Plot
2784,Yadagirigutta,6.0,555,1080,New,0.0,Residential Plot
2785,Mucherla,37.84,1266,2988,New,0.0,Residential Plot
2786,Other,26.0,1729,1503,New,0.0,Residential Plot
2787,Shadnagar,9.1,861,1056,New,0.0,Residential Plot
2788,Other,4.0,378,1056,New,0.0,Residential Plot
2789,Other,17.5,1657,1056,New,0.0,Residential Plot
2790,Shadnagar,9.1,861,1056,New,0.0,Residential Plot
2791,Bachupally,24.0,2272,1056,New,0.0,Residential Plot
2792,Medchal,38.41,3637,1056,Resale,0.0,Residential Plot
2793,Medchal,38.41,3637,1056,Resale,0.0,Residential Plot
2794,Bhongir,17.0,1609,1056,New,0.0,Residential Plot
2795,Other,16.95,1605,1056,New,0.0,Residential Plot
2796,Dammaiguda,33.0,3125,1056,New,0.0,Residential Plot
2797,Miyapur,54.0,5113,1056,New,0.0,Residential Plot
2798,Bachupally,21.61,2046,1056,New,0.0,Residential Plot
2799,Shadnagar,9.6,909,1056,New,0.0,Residential Plot
2800,Beeramguda,101.0,6312,1600,Ready to move,4.0,Independent House
2801,Beeramguda,107.0,5944,1800,Ready to move,4.0,Independent House
2802,Beeramguda,135.0,5400,2500,Ready to move,4.0,Independent House
2803,Beeramguda,108.0,8640,1250,Ready to move,2.0,Independent House
2804,Beeramguda,110.0,10476,1050,Ready to move,4.0,Independent House
2805,Beeramguda,142.0,5680,2500,Ready to move,4.0,Independent House
2806,Beeramguda,75.0,6000,1250,Ready to move,3.0,Independent House
2807,Beeramguda,137.0,7405,1850,Ready to move,4.0,Independent House
2808,Beeramguda,150.0,6000,2500,Ready to move,4.0,Independent House
2809,Beeramguda,150.0,7142,2100,Ready to move,4.0,Independent House
2810,Indresham,90.0,7200,1250,Ready to move,2.0,Independent House
2811,Indresham,95.0,7600,1250,Ready to move,2.0,Independent House
2812,Indresham,90.0,7200,1250,Ready to move,2.0,Independent House
2813,Indresham,80.0,6400,1250,Ready to move,2.0,Independent House
2814,Indresham,88.0,7040,1250,Ready to move,2.0,Independent House
2815,Indresham,85.0,6800,1250,Ready to move,2.0,Independent House
2816,Indresham,86.0,6880,1250,Ready to move,2.0,Independent House
2817,Muthangi,82.0,6074,1350,Ready to move,2.0,Independent House
2818,Muthangi,84.0,6000,1400,Ready to move,2.0,Independent House
2819,Muthangi,84.0,6222,1350,Ready to move,2.0,Independent House
2820,Beeramguda,150.0,5769,2600,Ready to move,4.0,Independent House
2821,Beeramguda,145.0,5576,2600,Ready to move,4.0,Independent House
2822,Beeramguda,155.0,6739,2300,Ready to move,4.0,Independent House
2823,Beeramguda,135.0,6136,2200,Ready to move,4.0,Independent House
2824,Beeramguda,170.0,6800,2500,Ready to move,4.0,Independent House
2825,Beeramguda,137.0,7405,1850,Ready to move,4.0,Independent House
2826,Beeramguda,150.0,7142,2100,Ready to move,4.0,Independent House
2827,Beeramguda,150.0,6818,2200,Ready to move,4.0,Independent House
2828,Beeramguda,150.0,6521,2300,Ready to move,4.0,Independent House
2829,Muthangi,76.0,5846,1300,Ready to move,2.0,Independent House
2830,Muthangi,82.0,6074,1350,Ready to move,2.0,Independent House
2831,Muthangi,83.0,6148,1350,Ready to move,2.0,Independent House
2832,Muthangi,82.0,6074,1350,Ready to move,2.0,Independent House
2833,Muthangi,84.0,6000,1400,Ready to move,2.0,Independent House
2834,Other,84.0,6222,1350,Ready to move,2.0,Independent House
2835,Muthangi,80.0,5925,1350,Ready to move,2.0,Independent House
2836,Muthangi,85.0,6296,1350,Ready to move,2.0,Independent House
2837,Muthangi,83.0,6148,1350,Ready to move,2.0,Independent House
2838,Muthangi,95.0,7600,1250,Ready to move,2.0,Independent House
2839,Muthangi,80.0,5925,1350,Ready to move,2.0,Independent House
2840,Attapur,51.5,5421,950,Ready to move,2.0,Apartment
2841,Attapur,65.1,5502,1183,Ready to move,2.0,Apartment
2842,Attapur,87.61,5499,1593,Ready to move,3.0,Apartment
2843,Bowrampet,25.0,2500,1000,Under Construction,2.0,Apartment
2844,Other,275.0,11444,2403,Ready to move,5.0,Independent House
2845,Miyapur,47.99,2461,1950,Under Construction,3.0,Apartment
2846,Medchal,16.2,3000,540,Resale,0.0,Residential Plot
2847,Medchal,74.76,3111,2403,Resale,0.0,Residential Plot
2848,Medchal,102.0,4275,2403,Resale,0.0,Residential Plot
2849,Bhongir,64.0,1777,3600,New,0.0,Residential Plot
2850,Bhuvanagiri,85.0,1888,4500,New,0.0,Residential Plot
2851,Bhuvanagiri,34.0,1888,1800,New,0.0,Residential Plot
2852,Bhuvanagiri,53.28,1777,2997,New,0.0,Residential Plot
2853,Bhongir,48.0,1777,2700,New,0.0,Residential Plot
2854,Bhuvanagiri,80.0,1777,4500,New,0.0,Residential Plot
2855,Bhongir,15.5,1722,900,New,0.0,Residential Plot
2856,Other,15.5,1722,900,New,0.0,Residential Plot
2857,Bhongir,45.0,1666,2700,New,0.0,Residential Plot
2858,Other,54.0,6000,900,Ready to move,2.0,Apartment
2859,Other,58.0,5272,1100,Ready to move,2.0,Apartment
2860,Bibinagar,81.0,4576,1770,Resale,0.0,Residential Plot
2861,Adibatla,13.56,826,1640,Resale,0.0,Residential Plot
2862,Ibrahimpatnam,18.46,1045,1765,Resale,0.0,Residential Plot
2863,Other,16.58,891,1860,Resale,0.0,Residential Plot
2864,Other,18.75,1109,1690,Resale,0.0,Residential Plot
2865,Other,15.63,873,1790,Resale,0.0,Residential Plot
2866,Other,17.56,747,2350,Resale,0.0,Residential Plot
2867,Other,24.3,1205,2015,New,0.0,Residential Plot
2868,Other,17.8,912,1950,New,0.0,Residential Plot
2869,Other,19.66,762,2580,Resale,0.0,Residential Plot
2870,Patancheru,18.75,797,2350,New,0.0,Residential Plot
2871,Isnapur,17.56,1206,1455,New,0.0,Residential Plot
2872,Kompally,21.4,1023,2090,Resale,0.0,Residential Plot
2873,Other,21.5,918,2340,Resale,0.0,Residential Plot
2874,Other,14.52,839,1730,New,0.0,Residential Plot
2875,Kompally,27.81,982,2830,Resale,0.0,Residential Plot
2876,Chandanagar,25.76,1144,2250,Resale,0.0,Residential Plot
2877,Other,26.84,1113,2410,Resale,0.0,Residential Plot
2878,Other,22.35,1025,2180,Resale,0.0,Residential Plot
2879,Other,31.25,1330,2348,New,0.0,Residential Plot
2880,Other,2000.0,32873,6084,Ready to move,4.0,Independent House
2881,Other,40.0,5000,800,Under Construction,2.0,Apartment
2882,Other,56.0,3835,1460,Ready to move,3.0,Apartment
2883,Manikonda,56.0,3835,1460,Ready to move,3.0,Apartment
2884,Other,58.0,4454,1302,Under Construction,3.0,Apartment
2885,Other,58.0,4454,1302,Under Construction,3.0,Apartment
2886,Other,3600.0,42352,8500,Ready to move,6.0,Villa
2887,Tukkuguda,89.0,3560,2500,Under Construction,3.0,Villa
2888,Attapur,75.0,7575,990,Ready to move,2.0,Apartment
2889,Other,50.0,4545,1100,Ready to move,2.0,Apartment
2890,Bachupally,48.0,4403,1090,Ready to move,2.0,Apartment
2891,Puppalaguda,75.0,6355,1180,Ready to move,2.0,Apartment
2892,Other,79.0,8777,900,Ready to move,2.0,Apartment
2893,Other,69.0,5798,1190,Ready to move,2.0,Apartment
2894,Other,130.0,6842,1900,Ready to move,2.0,Independent House
2895,Gandipet,78.0,7090,1100,Ready to move,2.0,Apartment
2896,Gachibowli,120.0,9302,1290,Ready to move,2.0,Apartment
2897,Other,69.0,6272,1100,Ready to move,2.0,Apartment
2898,Other,69.0,5702,1210,Ready to move,2.0,Apartment
2899,Other,69.0,6330,1090,Ready to move,2.0,Apartment
2900,Nallagandla Gachibowli,88.12,7005,1259,Ready to move,2.0,Apartment
2901,Kollur,85.78,5999,1430,Under Construction,3.0,Apartment
2902,Nallagandla Gachibowli,110.0,7004,1572,Ready to move,3.0,Apartment
2903,Nallagandla Gachibowli,129.0,7003,1854,Ready to move,3.0,Apartment
2904,Nallagandla Gachibowli,73.35,7006,1048,Ready to move,2.0,Apartment
2905,Nallagandla Gachibowli,96.87,7004,1384,Ready to move,3.0,Apartment
2906,Nallagandla Gachibowli,121.0,7003,1730,Ready to move,3.0,Apartment
2907,Nallagandla Gachibowli,78.04,7005,1115,Ready to move,3.0,Apartment
2908,Nallagandla Gachibowli,122.0,7003,1754,Ready to move,3.0,Apartment
2909,Nallagandla Gachibowli,119.0,7003,1707,Ready to move,3.0,Apartment
2910,Nallagandla Gachibowli,128.0,7003,1841,Ready to move,3.0,Apartment
2911,Nallagandla Gachibowli,92.74,7004,1325,Ready to move,2.0,Apartment
2912,Nallagandla Gachibowli,133.0,7003,1912,Ready to move,3.0,Apartment
2913,Nallagandla Gachibowli,116.0,7003,1669,Ready to move,3.0,Apartment
2914,Nallagandla Gachibowli,109.0,7004,1569,Ready to move,3.0,Apartment
2915,Nallagandla Gachibowli,80.28,7005,1147,Ready to move,2.0,Apartment
2916,Nallagandla Gachibowli,80.0,7005,1143,Ready to move,2.0,Apartment
2917,Nallagandla Gachibowli,76.85,7005,1098,Ready to move,2.0,Apartment
2918,Nallagandla Gachibowli,109.0,7000,1564,Ready to move,2.0,Apartment
2919,Nallagandla Gachibowli,90.85,7004,1298,Ready to move,2.0,Apartment
2920,Tukkuguda,32.0,1777,1800,New,0.0,Residential Plot
2921,Other,14.15,888,1593,New,0.0,Residential Plot
2922,Kandukur,13.19,888,1485,New,0.0,Residential Plot
2923,Mirkhanpet,19.99,1111,1800,New,0.0,Residential Plot
2924,Other,17.49,1111,1575,New,0.0,Residential Plot
2925,Kandukur,16.69,1111,1503,New,0.0,Residential Plot
2926,Maheshwaram,21.0,1333,1575,New,0.0,Residential Plot
2927,Maheshwaram,15.24,1333,1143,New,0.0,Residential Plot
2928,Maheshwaram,15.0,1333,1125,New,0.0,Residential Plot
2929,Maheshwaram,25.05,1666,1503,New,0.0,Residential Plot
2930,Kandukur,25.05,1666,1503,New,0.0,Residential Plot
2931,Srisailam Highway,25.05,1666,1503,New,0.0,Residential Plot
2932,Shamshabad,36.0,2000,1800,New,0.0,Residential Plot
2933,Shamshabad,39.96,2000,1998,New,0.0,Residential Plot
2934,Bhuvanagiri,20.04,1333,1503,New,0.0,Residential Plot
2935,Mansanpally,27.99,1555,1800,New,0.0,Residential Plot
2936,Other,27.43,1555,1764,New,0.0,Residential Plot
2937,Tukkuguda,41.06,2055,1998,New,0.0,Residential Plot
2938,Tukkuguda,40.69,2055,1980,New,0.0,Residential Plot
2939,Mirkhanpet,16.19,999,1620,New,0.0,Residential Plot
2940,Kandukur,25.05,1666,1503,New,0.0,Residential Plot
2941,Srisailam Highway,25.05,1666,1503,New,0.0,Residential Plot
2942,Other,18.37,1222,1503,New,0.0,Residential Plot
2943,Other,22.0,1222,1800,New,0.0,Residential Plot
2944,Medchal,74.76,3111,2403,New,0.0,Residential Plot
2945,Medchal,74.76,3111,2403,New,0.0,Residential Plot
2946,Other,33.3,1666,1998,New,0.0,Residential Plot
2947,Bhuvanagiri,30.0,1666,1800,New,0.0,Residential Plot
2948,Ghatkesar,15.0,1111,1350,New,0.0,Residential Plot
2949,Ghatkesar,22.0,1222,1800,New,0.0,Residential Plot
2950,Other,12.99,1111,1170,New,0.0,Residential Plot
2951,Bhuvanagiri,45.0,1666,2700,New,0.0,Residential Plot
2952,Bhuvanagiri,33.3,1666,1998,New,0.0,Residential Plot
2953,Bhanur,55.86,4666,1197,New,0.0,Residential Plot
2954,Other,8.0,444,1800,New,0.0,Residential Plot
2955,Other,10.0,555,1800,Resale,0.0,Residential Plot
2956,Other,9.99,555,1800,Resale,0.0,Residential Plot
2957,Other,10.0,555,1800,Resale,0.0,Residential Plot
2958,Sadashivpet,45.0,1666,2700,New,0.0,Residential Plot
2959,Sadashivpet,45.0,1666,2700,New,0.0,Residential Plot
2960,Srisailam Highway,25.05,1666,1503,New,0.0,Residential Plot
2961,Tukkuguda,39.6,2444,1620,New,0.0,Residential Plot
2962,Tukkuguda,44.0,2444,1800,New,0.0,Residential Plot
2963,Mirkhanpet,13.69,1111,1233,New,0.0,Residential Plot
2964,Other,10.0,555,1800,Resale,0.0,Residential Plot
2965,Other,9.99,555,1800,Resale,0.0,Residential Plot
2966,Other,10.0,555,1800,Resale,0.0,Residential Plot
2967,Sadashivpet,45.0,1666,2700,New,0.0,Residential Plot
2968,Sadashivpet,45.0,1666,2700,New,0.0,Residential Plot
2969,Sadashivpet,45.0,1666,2700,New,0.0,Residential Plot
2970,Sadashivpet,33.3,1666,1998,New,0.0,Residential Plot
2971,Sadashivpet,30.0,1666,1800,New,0.0,Residential Plot
2972,Yadagirigutta,48.06,2000,2403,New,0.0,Residential Plot
2973,Other,30.06,2000,1503,New,0.0,Residential Plot
2974,Bhongir,34.0,1888,1800,New,0.0,Residential Plot
2975,Bibinagar,21.28,1777,1197,New,0.0,Residential Plot
2976,Bibinagar,32.0,1777,1800,New,0.0,Residential Plot
2977,Bibinagar,16.0,1777,900,New,0.0,Residential Plot
2978,Bibinagar,16.0,1777,900,New,0.0,Residential Plot
2979,Bhuvanagiri,12.5,1388,900,New,0.0,Residential Plot
2980,Ameenpur,76.78,4799,1600,Under Construction,3.0,Apartment
2981,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
2982,Other,53.48,4999,1070,Ready to move,2.0,Apartment
2983,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
2984,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
2985,Miyapur,48.96,4800,1020,Ready to move,2.0,Apartment
2986,Miyapur,48.96,4800,1020,Ready to move,2.0,Apartment
2987,Miyapur,51.36,4800,1070,Ready to move,2.0,Apartment
2988,Other,51.36,4800,1070,Ready to move,2.0,Apartment
2989,Miyapur,51.36,4800,1070,Ready to move,2.0,Apartment
2990,Ameenpur,51.75,4500,1150,Under Construction,2.0,Apartment
2991,Ameenpur,55.18,4798,1150,Under Construction,2.0,Apartment
2992,Miyapur,53.48,4998,1070,Ready to move,2.0,Apartment
2993,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
2994,Miyapur,53.48,4999,1070,Ready to move,2.0,Apartment
2995,Other,55.93,4700,1190,Under Construction,2.0,Apartment
2996,Other,50.29,4700,1070,Under Construction,2.0,Apartment
2997,Other,50.0,5000,1000,Ready to move,2.0,Independent Floor
2998,Other,51.0,5100,1000,Ready to move,2.0,Independent Floor
2999,Himayat Nagar,55.0,5500,1000,Ready to move,2.0,Apartment
3000,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3001,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3002,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3003,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3004,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3005,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3006,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3007,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3008,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3009,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3010,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3011,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3012,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3013,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3014,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3015,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3016,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3017,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3018,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3019,Ameenpur,76.78,4799,1600,Under Construction,3.0,Apartment
3020,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3021,Aminpur,160.0,12800,1250,Under Construction,2.0,Independent House
3022,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3023,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3024,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3025,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3026,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3027,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3028,Aminpur,160.0,12800,1250,Under Construction,2.0,Independent House
3029,Aminpur,160.0,12800,1250,Under Construction,2.0,Independent House
3030,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3031,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3032,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3033,Ameenpur,54.05,4324,1250,Under Construction,2.0,Apartment
3034,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3035,Ameenpur,165.0,11458,1440,Under Construction,4.0,Independent House
3036,Miyapur,50.29,4700,1070,Under Construction,2.0,Apartment
3037,Ameenpur,165.0,13200,1250,Under Construction,4.0,Independent House
3038,Miyapur,53.48,4998,1070,Ready to move,2.0,Apartment
3039,Aminpur,55.18,4799,1150,Under Construction,2.0,Apartment
3040,Tukkuguda,166.0,6484,2560,Under Construction,3.0,Villa
3041,Mallampet,176.0,5966,2950,Under Construction,5.0,Villa
3042,Other,1650.0,74660,2210,Under Construction,4.0,Villa
3043,Medchal,309.0,7974,3875,Under Construction,3.0,Villa
3044,Other,141.0,6157,2290,Under Construction,4.0,Villa
3045,Bandlaguda Jagir,339.0,10995,3083,Ready to move,4.0,Villa
3046,Beeramguda,148.0,8222,1800,Under Construction,3.0,Villa
3047,Other,176.0,5990,2938,Under Construction,3.0,Villa
3048,Srisailam Highway,298.0,14914,1998,Under Construction,4.0,Villa
3049,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3050,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3051,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3052,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3053,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3054,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3055,Ameenpur,57.48,4598,1250,Under Construction,2.0,Independent House
3056,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3057,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3058,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3059,Ameenpur,160.0,13913,1150,Under Construction,2.0,Independent House
3060,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3061,Tellapur,240.0,6666,3600,Under Construction,4.0,Villa
3062,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3063,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3064,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3065,Aminpur,160.0,12800,1250,Under Construction,2.0,Independent House
3066,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3067,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3068,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3069,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3070,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3071,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3072,Aminpur,160.0,12800,1250,Under Construction,2.0,Independent House
3073,Aminpur,160.0,12800,1250,Under Construction,2.0,Independent House
3074,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
3075,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3076,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3077,Ameenpur,54.05,4324,1250,Under Construction,2.0,Apartment
3078,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
3079,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
3080,Other,81.0,7043,1150,Ready to move,2.0,Apartment
3081,Other,58.0,5321,1090,Ready to move,2.0,Apartment
3082,Other,51.0,5100,1000,Ready to move,2.0,Apartment
3083,Other,49.0,5444,900,Ready to move,2.0,Apartment
3084,Other,56.0,7000,800,Ready to move,2.0,Apartment
3085,Other,69.0,6900,1000,Ready to move,2.0,Apartment
3086,Ameenpur,1650.0,112474,1467,Under Construction,4.0,Independent House
3087,Other,51.34,4799,1070,Ready to move,2.0,Apartment
3088,Ameenpur,76.78,4799,1600,Under Construction,3.0,Apartment
3089,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
3090,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
3091,Other,53.48,4999,1070,Ready to move,2.0,Apartment
3092,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3093,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3094,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3095,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3096,Rajendra Nagar,736.0,14989,4910,Ready to move,5.0,Villa
3097,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3098,Other,136.0,4628,2938,Under Construction,3.0,Villa
3099,Other,326.0,8326,3915,Under Construction,4.0,Villa
3100,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3101,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3102,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3103,Meerkhanpet,57.48,4999,1150,Under Construction,2.0,Apartment
3104,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3105,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3106,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3107,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3108,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3109,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3110,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3111,Ameenpur,574.0,49985,1150,Under Construction,2.0,Apartment
3112,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3113,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3114,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3115,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3116,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3117,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3118,Ameenpur,57.48,4998,1150,Under Construction,2.0,Apartment
3119,Ameenpur,57.48,4999,1150,Under Construction,2.0,Apartment
3120,Bhuvanagiri,48.0,1777,2700,New,0.0,Residential Plot
3121,Bachupally,190.0,10555,1800,Resale,0.0,Residential Plot
3122,Kadthal,19.11,1444,1323,New,0.0,Residential Plot
3123,Bhuvanagiri,47.0,1740,2700,New,0.0,Residential Plot
3124,Bhongir,42.72,1777,2403,New,0.0,Residential Plot
3125,Bhuvanagiri,31.0,1722,1800,New,0.0,Residential Plot
3126,Shadnagar,21.58,1444,1494,New,0.0,Residential Plot
3127,Shadnagar,25.09,1444,1737,New,0.0,Residential Plot
3128,Shadnagar,21.58,1444,1494,New,0.0,Residential Plot
3129,Mucherla,25.36,1055,2403,New,0.0,Residential Plot
3130,Kandukur,22.8,1055,2160,New,0.0,Residential Plot
3131,Mirkhanpet,21.09,1055,1998,New,0.0,Residential Plot
3132,Srisailam Highway,22.05,1666,1323,New,0.0,Residential Plot
3133,Srisailam Highway,21.6,1666,1296,New,0.0,Residential Plot
3134,Srisailam Highway,25.05,1666,1503,New,0.0,Residential Plot
3135,Srisailam Highway,25.05,1666,1503,New,0.0,Residential Plot
3136,Kandukur,13.99,888,1575,New,0.0,Residential Plot
3137,Mirkhanpet,14.39,888,1620,New,0.0,Residential Plot
3138,Mirkhanpet,13.19,888,1485,New,0.0,Residential Plot
3139,Medchal,33.6,3111,1080,Resale,0.0,Residential Plot
3140,Mirkhanpet,14.69,1111,1323,New,0.0,Residential Plot
3141,Shamshabad,35.75,25000,143,New,0.0,Residential Plot
3142,Kadthal,20.3,1555,1305,New,0.0,Residential Plot
3143,Bhuvanagiri,17.0,1888,900,New,0.0,Residential Plot
3144,Mansanpally,23.0,1277,1800,New,0.0,Residential Plot
3145,Mansanpally,20.7,1277,1620,New,0.0,Residential Plot
3146,Srisailam Highway,30.0,1666,1800,New,0.0,Residential Plot
3147,Srisailam Highway,22.05,1666,1323,New,0.0,Residential Plot
3148,Srisailam Highway,25.05,1666,1503,New,0.0,Residential Plot
3149,Kandukur,13.99,888,1575,New,0.0,Residential Plot
3150,Mirkhanpet,13.99,888,1575,New,0.0,Residential Plot
3151,Mirkhanpet,14.39,888,1620,New,0.0,Residential Plot
3152,Mirkhanpet,13.19,888,1485,New,0.0,Residential Plot
3153,Mirkhanpet,25.36,1055,2403,New,0.0,Residential Plot
